orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
5,6,4,2,1,1,3,3,5,4,2,4,5,1,1,4,5,1,3,4,6,1,2,4,1,2,6,1,3,6,29,23,4100
2,1,2,4,1,5,2,4,5,4,3,1,5,1,2,2,5,6,6,1,2,1,2,3,2,4,2,3,1,6,3,2,6100
3,3,1,3,5,1,1,3,3,6,4,5,1,5,6,1,6,3,6,2,5,1,2,3,6,3,6,4,1,1,5,11,4100
3,2,4,1,2,2,5,5,3,3,4,1,5,4,4,2,2,4,5,1,1,5,4,2,4,4,4,3,4,2,17,11,7150
6,4,6,6,4,4,4,6,6,4,4,4,6,4,4,4,4,4,6,4,6,6,4,6,4,4,6,4,4,6,2,1,6150
5,2,3,1,6,2,2,1,5,1,1,6,3,3,2,5,6,6,1,4,4,1,2,1,5,5,5,4,6,6,19,20,5100
6,3,5,6,3,2,5,5,6,2,3,6,5,2,5,3,3,6,5,5,3,2,3,5,5,2,3,5,5,6,-1,9,6250
1,2,6,1,2,2,6,1,2,6,1,1,1,1,6,2,1,6,6,1,1,2,6,6,6,2,6,1,2,2,23,22,9250
2,4,2,5,5,2,5,2,4,1,5,6,5,5,5,4,4,4,3,5,3,3,5,6,6,5,1,3,1,4,13,19,6200
1,4,4,3,6,6,5,4,4,5,2,6,1,2,3,6,5,3,3,6,3,4,6,2,2,3,1,4,4,4,17,16,4150
6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,6,4,4,6,4,4,6,4,4,4,4,4,4,10,7100
6,6,2,5,4,4,2,1,5,3,5,6,4,2,1,4,2,2,1,3,2,3,2,1,6,5,2,3,4,6,21,20,4150
4,5,1,4,5,4,4,1,4,5,5,5,1,4,4,1,4,1,4,4,1,5,5,4,4,5,4,5,1,1,23,29,7200
3,6,3,4,2,4,3,2,3,5,1,4,1,3,4,1,3,2,1,2,5,4,6,4,5,2,2,6,4,6,8,7,5100
3,3,1,6,6,2,2,4,2,3,1,3,2,4,2,2,5,6,6,4,5,5,4,1,1,4,5,2,4,4,16,17,5100
4,2,6,4,1,6,2,3,3,5,2,3,4,6,3,1,4,3,4,3,6,1,3,3,3,1,6,5,2,1,-1,16,4150
1,3,3,1,5,2,1,1,5,4,3,2,5,4,1,1,2,1,1,2,5,3,1,4,5,5,4,2,2,1,10,4,5150
5,6,3,3,4,4,4,1,2,2,4,3,2,1,5,2,3,2,6,3,4,5,2,2,3,5,2,1,3,5,-1,11,4150
6,3,3,3,6,4,3,6,5,4,6,3,2,3,4,4,3,6,5,4,5,4,3,2,5,2,4,6,6,6,28,29,5150
4,3,6,1,6,1,1,5,6,3,4,1,5,5,1,5,4,4,1,4,4,1,2,3,6,5,3,3,6,2,6,12,5250
5,6,5,5,1,1,2,2,4,3,3,2,3,4,4,2,5,2,1,4,1,2,1,2,5,4,1,5,6,2,7,6,5150
4,4,3,3,6,3,1,5,6,5,3,6,1,6,5,1,5,6,4,5,5,1,4,6,4,6,4,3,6,4,10,11,5150
5,4,2,1,5,1,6,2,4,6,4,5,2,6,5,2,4,3,5,2,3,5,1,2,6,5,5,6,2,6,28,27,5200
2,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,22,28,5150
4,2,3,5,5,4,5,2,3,4,2,5,4,5,2,5,2,5,2,5,4,2,2,2,5,2,2,4,5,2,17,11,6250
3,6,1,1,5,2,3,5,6,3,6,1,6,6,4,1,1,1,2,6,1,4,3,5,4,4,6,2,5,5,12,6,5150
6,6,3,4,4,6,4,2,1,3,6,3,3,3,4,5,5,5,5,4,2,1,1,5,5,1,6,5,1,6,7,13,5150
4,3,5,4,2,5,4,4,6,2,4,5,4,5,2,2,6,3,4,1,2,6,1,3,5,2,2,4,6,3,28,29,5150
6,2,6,2,6,1,2,2,5,5,2,3,6,4,4,5,3,5,2,3,4,5,2,5,1,6,1,1,5,1,4,10,5100
6,1,1,3,3,3,6,6,1,4,6,2,6,3,4,2,4,1,4,6,3,4,1,2,6,1,6,1,4,2,-1,8,6150
5,6,6,2,6,1,2,2,2,4,5,6,2,5,5,6,4,5,2,5,6,4,1,1,1,2,2,1,1,6,23,29,6250
1,1,4,4,4,4,4,1,1,4,6,1,6,1,6,4,6,1,1,4,6,6,1,1,1,1,4,6,6,6,8,7,8150
3,3,1,1,3,1,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3,3,3,3,7,8,4150
3,3,4,3,3,3,1,6,4,3,1,4,4,1,3,6,3,3,4,4,3,4,6,6,1,1,4,6,4,4,28,29,6100
1,1,1,1,1,4,4,4,1,1,4,4,4,1,4,4,1,4,4,4,1,1,1,4,4,1,4,4,4,1,14,8,8250
6,3,1,5,1,5,2,1,2,3,2,3,5,2,5,2,6,4,1,3,4,5,3,5,6,6,3,5,6,1,10,4,4150
4,4,2,4,5,4,3,6,6,4,2,6,1,6,5,2,6,4,5,1,1,1,4,5,1,3,3,1,6,2,7,8,5150
3,2,1,3,1,1,2,3,1,2,3,1,1,1,2,1,1,2,1,2,3,1,2,1,2,2,3,2,2,1,25,24,7150
6,2,4,1,4,1,6,4,1,3,2,1,5,6,3,6,4,4,4,6,4,1,5,1,5,5,5,4,5,3,17,23,5150
2,2,6,2,3,3,2,4,2,6,3,6,4,6,4,3,2,4,4,6,4,2,6,4,4,6,6,3,6,3,14,13,6150
2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,2,3,3,3,19,18,8150
2,6,2,4,6,3,4,4,2,2,1,4,5,6,6,2,3,4,1,6,2,1,1,3,1,1,3,3,3,3,28,29,5150
5,2,3,3,4,2,6,6,6,1,2,3,1,4,6,3,3,2,2,4,3,5,4,4,5,3,5,1,2,6,23,29,4100
4,1,4,4,4,1,6,1,2,6,3,3,4,3,1,2,1,3,4,4,1,5,4,1,1,2,2,1,3,5,22,23,5100
3,2,1,4,2,6,3,4,4,4,3,4,2,1,6,4,6,2,4,4,3,2,6,4,6,6,2,3,3,3,20,21,5200
1,3,3,1,3,1,1,3,3,3,1,3,3,1,3,3,1,1,1,1,3,1,1,1,1,3,3,1,3,3,10,16,8200
2,4,5,4,2,3,5,6,5,6,3,2,1,2,2,1,6,5,1,2,6,5,2,6,5,6,1,6,3,5,21,20,4200
3,3,3,2,2,4,3,2,3,4,1,4,5,5,1,4,2,4,1,1,6,6,3,4,4,1,1,5,3,2,13,19,5100
5,6,1,3,6,6,3,1,2,2,4,3,4,5,6,5,5,2,3,6,3,1,5,6,6,6,3,6,4,4,8,7,4150
5,4,4,2,2,4,2,5,4,5,5,2,4,4,4,2,4,2,5,4,2,2,2,4,4,5,4,4,4,5,26,27,6200
5,3,5,3,4,6,3,1,1,2,5,1,4,5,2,4,5,5,2,4,4,2,2,1,5,3,6,2,2,3,-1,22,5150
6,6,1,6,2,2,2,4,6,6,6,4,6,4,6,6,2,1,6,2,1,2,1,4,4,2,6,4,6,4,11,17,5200
3,1,6,1,1,1,1,1,2,1,1,6,4,1,6,4,3,4,6,4,4,6,1,4,4,2,1,3,2,2,12,13,5150
4,1,1,5,3,5,5,4,4,3,3,3,5,1,5,3,4,4,3,5,4,5,5,5,4,3,4,4,1,3,19,20,6200
5,2,2,1,1,3,3,2,1,3,3,1,3,2,5,3,3,2,5,1,3,1,1,2,1,2,3,1,2,5,29,28,6200
6,3,6,6,6,3,3,6,6,6,6,3,3,3,6,6,3,3,3,6,3,3,3,3,3,3,6,3,3,3,0,6,7200
6,4,4,3,4,1,5,5,2,1,2,3,1,4,2,3,3,1,4,6,2,6,5,4,1,2,2,4,6,5,16,22,4150
2,2,1,6,6,6,6,6,1,2,6,1,1,2,1,1,2,1,2,2,2,2,2,2,6,1,2,1,6,2,22,23,6100
6,2,6,6,6,5,2,5,5,3,6,6,4,6,4,2,3,5,3,5,2,6,2,2,5,3,2,5,5,3,6,0,4150
4,3,6,2,3,4,4,2,3,5,6,3,3,5,4,2,4,1,6,6,6,4,1,3,2,1,2,2,5,3,12,18,3150
5,5,5,6,5,1,5,1,5,6,5,6,1,5,1,6,1,5,5,6,5,6,6,5,1,1,6,5,5,1,1,7,7200
3,3,3,3,4,3,3,3,4,4,5,5,3,5,3,4,3,4,3,5,5,5,3,5,3,3,4,4,4,5,23,29,7100
3,3,6,3,4,4,3,1,4,6,4,6,6,4,6,3,3,6,4,4,4,6,1,4,1,4,6,6,1,4,7,8,6150
5,5,1,1,1,5,5,5,1,1,5,5,5,5,1,5,5,1,1,1,1,5,5,5,1,5,1,1,5,5,19,18,7200
6,4,2,2,4,6,1,5,3,1,2,3,1,4,6,4,6,1,3,4,4,2,2,5,4,3,3,5,3,4,17,11,4150
6,1,4,1,4,3,2,4,1,1,2,5,3,5,5,4,3,2,3,1,5,6,4,6,1,4,1,5,1,5,4,10,3150
6,4,4,6,2,5,4,2,2,2,5,6,5,3,3,2,3,6,3,5,4,2,2,3,2,3,3,3,5,3,23,29,7200
1,5,1,5,1,1,5,1,1,5,1,5,5,5,1,1,5,1,1,5,1,5,5,1,1,1,1,5,5,1,21,20,8200
3,3,1,5,5,3,1,3,5,5,4,5,6,5,1,4,1,6,6,4,5,5,4,5,6,6,3,4,1,5,6,0,5150
5,2,1,2,4,6,1,1,2,5,2,2,4,1,1,1,2,2,4,6,2,5,4,6,5,1,6,1,1,4,15,9,5100
4,4,4,4,4,4,4,1,1,1,1,4,4,1,1,1,4,4,1,4,1,4,1,1,4,4,4,1,4,1,22,28,7200
3,6,5,2,5,2,2,1,1,2,4,3,5,5,2,1,6,2,1,3,4,1,1,6,2,4,4,6,4,3,26,25,5150
4,1,2,5,1,5,1,2,2,4,6,4,1,6,6,2,6,1,2,3,5,6,1,2,5,1,4,6,6,2,14,20,4150
6,5,6,1,3,5,4,4,5,3,1,4,3,5,1,3,5,2,4,6,5,4,2,5,5,5,5,1,4,3,27,28,5150
2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,14,8,8200
5,6,6,5,6,5,5,6,6,5,6,6,6,6,6,5,6,6,5,6,5,5,6,5,5,6,5,5,5,6,15,16,7150
4,1,6,3,2,5,3,2,3,4,5,6,4,1,5,2,1,2,6,3,4,4,6,3,4,5,3,2,2,6,11,10,3100
1,3,5,3,2,4,6,5,4,4,2,1,5,2,4,5,1,5,1,3,2,4,2,1,5,2,3,4,1,5,11,5,5200
2,5,6,3,1,5,4,6,3,2,6,6,4,3,2,1,2,1,6,6,4,3,5,2,1,5,6,6,2,3,0,6,4200
4,5,1,6,1,5,2,5,4,1,3,1,4,2,3,5,2,1,3,6,1,3,3,4,3,5,1,2,2,4,16,22,3150
2,5,2,5,6,3,2,6,3,3,3,6,2,5,3,5,3,6,3,6,3,6,2,6,2,2,3,5,3,3,6,12,6200
2,2,4,5,2,4,1,1,6,4,3,4,2,5,3,3,5,6,2,1,2,6,6,3,4,5,4,2,6,3,6,0,3150
2,1,6,1,6,1,4,2,5,5,1,1,3,6,3,6,1,5,5,1,5,6,5,1,2,1,2,2,4,1,20,26,5100
4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,3,19,20,9200
4,4,2,4,5,4,4,5,4,4,4,5,5,5,2,2,2,4,2,2,5,5,2,5,5,5,5,4,5,2,6,0,7250
5,6,6,1,2,6,1,6,1,4,1,4,2,6,6,5,5,6,2,1,1,5,2,6,5,4,2,1,6,1,21,22,5200
2,2,6,6,6,3,1,5,2,2,6,6,1,2,4,2,3,5,5,3,2,3,3,1,2,1,2,5,3,3,25,26,6100
6,4,6,1,3,1,6,5,6,5,1,4,2,3,4,5,5,3,5,4,3,3,1,1,3,3,6,2,4,3,17,11,5200
2,6,5,2,5,4,1,5,2,3,1,4,2,3,1,1,2,2,2,1,1,1,1,1,2,5,6,6,2,2,1,2,7200
3,6,6,6,3,2,1,5,3,4,1,1,4,4,3,3,2,4,1,2,5,6,4,1,2,2,5,5,2,1,4,5,5200
5,3,6,6,4,6,4,2,2,5,5,1,6,2,1,3,3,2,4,6,4,6,5,1,2,6,3,6,5,2,2,1,4150
4,1,2,2,5,1,4,5,5,3,3,1,5,3,2,2,6,4,1,4,3,6,4,6,1,1,1,3,1,3,9,3,5200
3,4,4,3,2,5,4,4,2,5,2,3,4,4,4,2,5,4,3,3,2,4,3,2,4,4,4,4,2,4,21,22,7150
3,2,4,4,2,4,2,2,4,2,2,4,3,3,3,3,3,2,3,2,2,2,4,3,2,4,2,4,2,3,4,5,8200
5,1,2,1,2,2,5,5,2,1,6,6,6,5,1,3,5,5,6,6,4,3,5,3,1,6,1,2,5,4,8,2,5100
4,1,2,2,2,3,4,5,5,1,5,6,4,6,4,1,1,4,1,6,4,5,4,5,3,6,3,6,6,1,17,11,6150
6,6,6,6,1,1,1,1,6,6,1,1,6,6,6,6,6,6,6,1,1,1,6,1,1,6,1,1,6,6,25,19,7150
2,3,1,2,2,3,2,1,2,2,1,2,3,1,1,2,1,1,3,3,2,3,2,3,3,3,1,1,1,2,22,16,8150
5,3,5,5,3,2,3,3,2,2,2,5,2,2,3,3,5,5,5,2,3,5,3,2,2,3,3,3,5,5,21,15,8200
1,2,2,1,2,3,6,2,2,3,1,1,6,6,2,1,2,3,6,1,3,3,1,3,6,6,2,3,2,3,21,22,7150
2,5,6,5,2,1,1,2,1,6,6,5,6,2,6,5,2,5,2,2,6,6,2,1,2,1,6,6,5,6,17,23,7250
1,5,5,5,4,5,4,2,6,6,2,3,1,1,5,3,1,4,6,3,2,6,4,6,1,6,2,2,2,5,3,9,4150
5,2,4,5,5,5,3,5,3,2,2,5,1,4,1,1,5,3,3,2,4,4,1,1,5,4,1,1,2,6,24,18,6150
2,6,4,3,3,4,2,1,3,3,1,4,1,1,6,2,3,6,6,1,1,4,6,4,6,4,2,3,3,6,27,26,5200
1,6,3,5,6,5,1,1,4,6,6,6,5,6,4,1,5,5,1,3,6,3,5,3,3,6,1,6,5,1,7,6,6150
5,5,3,5,4,4,1,1,3,1,4,1,4,4,1,1,4,4,1,1,4,5,5,1,4,3,3,4,3,5,19,25,6150
2,6,2,1,6,1,2,1,2,6,5,2,5,5,6,5,2,1,6,2,2,1,1,5,4,1,5,4,1,5,19,18,6300
4,5,4,5,3,1,5,6,4,6,2,1,6,5,2,2,5,5,2,3,1,3,4,1,3,2,5,3,2,2,22,23,3100
1,5,1,1,1,6,6,6,5,1,6,6,1,5,6,1,5,6,5,5,1,1,5,6,6,5,6,6,6,5,13,14,7200
5,3,1,4,4,1,6,6,5,3,2,4,5,6,6,4,6,3,2,2,5,5,2,1,4,4,3,6,6,3,25,24,4100
2,1,5,3,6,5,2,5,4,3,6,2,3,5,6,3,4,5,2,3,6,3,4,5,6,6,6,6,3,6,8,9,6200
2,4,3,2,6,2,6,2,6,5,2,1,5,5,2,2,2,5,1,6,3,3,1,4,6,4,2,5,1,5,25,19,5150
6,4,3,1,3,1,3,3,6,6,3,4,2,4,2,6,1,2,6,1,4,2,1,4,2,2,2,1,2,3,10,4,5200
5,5,4,4,4,1,4,1,4,5,5,5,5,5,5,5,5,1,1,4,1,5,1,4,1,5,4,1,4,4,7,13,7150
6,1,6,1,1,6,1,2,1,1,2,1,6,2,2,2,2,1,1,2,2,2,2,6,1,6,1,6,6,1,16,15,7200
1,4,1,3,3,2,3,2,3,4,3,2,1,1,2,1,2,2,3,2,1,4,1,2,2,3,4,1,2,1,18,12,7150
1,2,6,1,1,2,5,1,6,2,2,5,2,6,2,2,5,6,1,2,2,5,5,1,1,2,2,5,2,5,28,22,5200
1,5,3,2,5,3,1,1,6,5,6,1,6,3,5,5,2,1,2,5,6,3,2,3,2,6,2,3,2,5,18,12,6100
3,3,4,5,5,3,5,4,3,4,4,3,6,6,6,4,3,3,5,3,4,3,3,5,5,6,6,4,6,4,19,18,6200
1,1,1,6,6,6,3,3,5,5,5,3,1,5,6,1,5,1,3,3,5,3,3,3,6,1,1,6,6,1,25,26,7100
3,4,3,4,1,4,4,1,1,3,1,1,3,4,1,4,1,1,1,1,3,1,1,3,4,4,4,3,1,3,19,25,6200
6,6,6,2,6,2,6,6,2,6,6,2,6,6,6,2,6,2,2,2,6,2,2,2,2,2,6,6,2,2,21,27,7200
1,4,2,1,6,5,2,4,4,3,1,1,1,4,5,3,3,5,3,1,1,2,1,6,4,6,2,1,1,3,18,19,5100
1,3,1,3,1,1,3,2,3,2,3,3,2,1,3,1,1,1,3,3,2,3,3,2,1,3,1,1,1,3,17,23,7300
4,3,6,3,4,4,6,5,3,3,5,5,3,6,3,6,2,3,3,2,1,5,2,3,3,6,1,6,5,4,24,25,5100
5,2,4,4,1,1,3,5,3,2,5,5,5,2,3,2,2,3,4,5,3,2,5,5,4,5,4,5,1,3,20,26,5250
4,4,4,4,1,1,6,2,1,3,3,2,2,4,2,5,3,1,4,3,4,4,6,2,1,5,3,5,1,1,-1,2,5150
6,2,6,2,6,1,3,6,5,5,1,4,5,5,6,4,6,3,1,4,6,1,3,6,4,1,3,4,1,2,-1,8,4150
2,6,6,2,6,2,2,2,2,6,6,6,6,6,2,6,6,2,2,2,6,6,2,6,2,2,6,6,6,6,19,20,7200
4,1,6,6,4,3,2,5,5,2,2,4,5,2,1,6,1,4,1,5,2,1,5,1,4,3,5,1,3,3,8,9,5100
5,5,2,4,4,2,2,4,4,4,5,5,4,2,2,2,5,2,2,4,4,5,5,4,5,5,2,2,5,4,4,3,8300
1,6,3,1,3,6,3,6,1,6,6,6,6,6,1,1,3,6,6,6,1,6,6,3,1,6,3,6,1,3,17,23,6200
3,6,5,1,1,3,2,5,2,5,5,4,6,2,1,3,3,6,1,4,4,4,1,1,6,3,1,1,6,2,7,13,4150
2,1,4,1,2,1,2,1,6,1,6,1,6,1,4,6,4,4,6,1,1,6,2,6,2,4,1,1,6,6,21,15,6150
3,6,3,6,3,6,6,6,3,3,3,3,6,6,6,3,3,6,3,3,6,3,3,3,6,6,6,6,3,3,16,10,7100
6,5,3,5,4,4,4,4,4,1,2,4,5,1,5,1,2,6,2,2,6,6,3,5,3,5,6,2,6,3,21,15,4150
3,5,4,4,1,2,6,1,4,2,2,4,4,4,2,5,6,3,5,1,5,3,2,2,3,3,6,2,4,6,18,24,4150
5,2,5,3,4,1,1,1,6,6,5,2,4,4,2,1,4,3,4,1,4,2,3,6,6,2,6,6,4,3,24,25,4200
4,3,2,6,1,6,3,6,1,6,2,5,6,4,3,3,5,4,1,3,3,1,3,2,2,2,3,1,1,3,-1,1,5100
6,3,6,6,6,3,3,3,6,6,6,6,3,3,3,3,3,6,3,3,6,3,6,3,6,6,3,3,6,6,9,8,8200
3,1,3,1,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,3,12,18,6100
5,2,5,2,5,5,5,4,6,3,4,6,5,2,5,6,4,3,5,6,3,2,3,2,5,3,6,4,1,6,14,20,5100
4,5,3,1,6,2,4,5,3,6,2,5,6,1,3,5,5,2,2,2,5,1,1,4,2,4,2,4,4,6,1,0,5150
2,5,3,4,3,2,5,2,3,5,1,1,6,1,5,5,5,2,2,6,6,2,3,5,4,2,6,3,6,6,4,5,4150
3,6,6,4,6,4,4,5,4,6,3,5,3,4,5,5,3,4,5,6,4,6,3,4,3,5,4,4,3,6,26,27,7200
4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,3,4,22,16,6200
2,3,6,6,4,5,4,5,2,3,3,2,2,4,4,1,1,2,3,3,4,3,1,1,6,3,4,6,2,3,4,3,5150
6,3,4,6,3,3,4,5,1,6,6,6,6,2,4,1,2,6,6,3,3,5,5,2,1,1,5,2,3,2,10,9,4200
3,5,3,6,5,6,4,5,6,4,3,5,3,3,6,6,3,6,3,3,6,4,4,3,3,6,3,3,4,4,5,4,6250
2,3,1,3,2,5,2,3,3,5,2,2,5,1,5,3,1,1,1,2,3,3,1,3,5,5,3,3,1,2,11,5,6200
5,2,2,4,3,2,1,6,1,2,5,6,1,5,4,2,1,1,3,3,6,3,6,2,6,2,2,2,6,4,27,21,5150
4,1,3,4,2,3,1,4,6,6,1,2,2,4,1,6,6,3,1,3,4,1,1,3,6,1,1,1,1,2,7,8,5100
6,2,2,2,2,6,2,2,6,2,6,2,6,2,6,2,2,2,2,6,6,2,2,2,6,6,2,2,2,2,7,6,6150
3,3,6,2,3,2,3,5,5,2,6,4,6,3,2,3,5,5,4,3,4,3,3,3,5,6,3,2,5,2,11,10,5150
3,4,1,2,2,4,1,6,1,5,1,1,2,4,1,2,5,3,4,1,5,1,2,6,6,2,4,1,1,4,4,3,6200
4,5,3,5,5,2,6,2,5,6,4,5,5,2,2,4,3,5,4,5,3,6,3,4,4,3,6,6,3,6,21,27,4150
2,4,2,4,6,2,6,6,4,4,6,2,6,2,4,6,6,6,4,2,4,4,4,4,2,4,4,4,6,4,22,28,6200
6,5,4,1,2,3,5,1,4,6,1,4,1,1,2,6,6,4,3,3,5,6,6,6,1,1,2,6,4,1,19,13,4150
1,5,1,4,3,1,1,6,1,1,2,1,5,3,2,6,6,5,5,2,5,2,4,5,4,3,6,4,6,4,25,26,4150
4,1,6,4,2,1,3,5,6,2,5,1,6,2,6,2,1,2,5,6,3,5,6,6,2,5,5,5,4,2,25,19,6150
1,4,3,2,3,6,3,3,4,1,5,4,3,5,1,3,1,2,6,4,2,1,4,6,3,1,4,4,5,5,11,5,4100
1,3,6,2,2,1,3,1,6,2,5,6,1,3,5,5,3,2,5,6,2,5,3,1,1,1,1,5,1,1,17,16,6050
2,1,1,2,3,2,5,1,2,5,3,3,1,1,6,6,4,4,3,5,3,3,1,3,1,4,3,6,1,3,7,6,4100
1,5,5,5,3,1,3,1,6,2,5,6,3,3,3,1,3,2,5,3,6,2,6,6,2,6,4,2,6,5,11,17,5150
6,4,6,6,2,4,4,2,2,6,4,4,2,6,4,6,6,4,4,6,6,4,6,6,2,6,2,2,6,4,21,27,8250
6,3,2,4,3,2,2,1,2,6,1,5,6,2,5,2,5,4,4,6,6,5,3,3,5,4,4,6,5,3,16,17,5150
3,3,3,2,2,4,2,2,4,4,3,2,2,4,2,2,4,3,3,2,4,2,3,2,4,2,4,2,4,2,25,26,8350
5,2,5,3,2,2,5,5,5,2,5,5,3,3,3,3,2,5,5,3,5,5,2,5,2,3,3,3,3,3,8,9,8250
5,3,4,1,4,1,2,2,1,5,1,3,1,3,2,1,3,5,2,2,3,2,2,5,2,4,4,4,1,5,18,24,6200
6,1,1,6,4,1,4,4,4,4,1,4,1,1,4,4,6,6,1,1,1,1,4,1,1,6,1,6,6,4,17,11,7200
1,6,2,2,6,1,6,5,1,6,1,1,1,2,5,2,2,2,6,2,1,2,1,2,2,5,2,2,5,6,10,11,5200
2,6,5,3,2,4,2,1,4,5,1,4,5,3,5,1,6,2,2,1,1,2,5,5,1,1,5,3,1,1,16,22,5200
4,3,3,2,3,4,2,2,4,2,2,3,4,2,2,3,3,3,2,4,2,3,4,3,2,2,2,2,3,4,3,2,7250
1,1,1,4,1,1,1,4,1,4,1,4,1,1,4,1,4,1,1,1,1,4,1,1,4,4,1,1,1,4,-1,28,7200
1,4,2,3,1,1,3,3,3,5,3,3,6,1,4,1,6,6,6,4,2,1,3,2,3,2,3,2,6,4,8,2,5150
4,2,1,3,6,3,3,3,1,5,4,3,5,5,5,4,5,6,3,1,2,5,2,4,5,3,1,3,5,5,23,17,4150
6,2,6,6,1,3,1,4,4,2,4,2,6,6,6,1,2,1,2,3,6,4,3,6,2,1,3,2,3,1,23,17,5200
4,2,6,4,2,6,2,4,2,6,4,6,6,2,2,2,2,6,6,4,2,6,2,6,6,2,6,2,6,2,8,2,7250
1,3,3,1,3,6,6,1,1,1,4,6,1,1,4,1,1,1,4,4,4,4,3,4,6,4,3,4,1,1,25,24,7200
6,4,6,4,6,6,4,6,4,6,4,6,4,4,4,6,6,4,6,6,6,6,4,6,4,4,6,6,6,6,22,23,7200
4,6,1,5,1,3,5,1,4,3,5,1,6,3,6,3,6,6,1,3,6,5,1,4,1,6,1,1,6,4,5,4,5100
4,3,6,3,3,6,6,4,5,5,1,5,5,6,3,1,6,2,5,2,4,3,2,1,2,6,2,4,6,3,16,10,5100
1,4,3,1,3,3,3,3,6,3,6,1,3,4,1,3,1,1,3,1,1,3,6,6,3,1,4,4,3,6,21,27,7300
4,1,1,6,3,3,3,1,4,6,6,1,3,6,3,1,1,3,1,4,6,1,4,4,1,1,4,3,3,1,25,24,4200
2,5,2,2,1,1,2,2,5,1,1,2,1,5,5,1,5,2,2,1,5,5,5,1,1,1,5,2,1,5,21,27,7200
5,4,5,1,4,4,5,1,4,5,1,4,1,4,4,1,1,1,1,1,4,5,5,4,4,1,1,4,1,1,15,14,7250
1,5,5,1,5,1,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,1,1,1,5,1,1,1,20,19,8200
4,6,6,2,5,5,3,1,4,4,6,6,6,2,4,4,4,1,2,1,4,1,4,2,1,2,3,2,5,1,7,8,4150
2,2,4,4,4,1,6,6,2,6,2,6,2,4,3,4,2,3,6,3,2,4,5,2,3,6,5,4,5,6,22,28,4150
6,2,3,1,2,6,2,6,6,4,4,4,1,1,3,6,2,3,1,1,4,3,4,6,2,4,3,4,3,4,5,11,5200
4,6,3,4,6,6,3,6,1,1,3,3,6,3,4,4,3,6,1,6,1,4,3,3,4,1,3,6,6,3,2,1,6250
5,5,3,6,5,3,5,5,5,5,6,5,6,6,5,6,3,3,5,6,6,6,5,3,6,6,5,5,3,5,14,8,7200
2,6,5,2,6,6,6,5,6,6,2,5,2,2,2,2,6,2,2,5,2,6,2,5,2,2,6,2,5,5,11,5,6200
4,1,6,4,6,1,6,6,1,4,1,4,1,1,4,6,4,1,6,4,6,1,1,4,6,4,6,1,6,1,11,10,7250
4,4,4,3,3,6,4,6,6,3,6,4,6,3,3,6,3,6,6,6,3,4,4,4,4,4,4,3,3,6,16,17,8300
2,2,6,1,6,2,3,2,6,6,1,2,1,3,3,1,1,6,6,2,3,1,6,6,2,2,1,6,1,3,6,0,6200
6,4,5,2,3,1,3,6,1,1,3,5,3,6,4,1,6,2,6,1,1,4,4,6,1,3,4,4,1,1,11,5,6250
2,5,1,5,1,1,1,2,5,5,2,2,2,5,1,2,2,1,2,2,2,2,2,2,5,2,5,2,1,5,10,4,6200
3,6,5,1,4,1,1,1,3,3,4,3,6,4,3,4,3,3,4,4,5,4,1,6,1,3,3,3,3,6,8,7,5150
6,3,3,3,4,4,1,6,4,4,4,6,3,3,3,6,3,6,4,3,1,1,6,3,3,3,3,3,6,3,7,13,6150
5,4,4,5,3,3,1,1,3,6,2,1,3,3,4,2,5,6,4,1,6,6,4,4,2,2,6,2,5,2,14,15,5250
3,1,3,3,4,4,2,5,2,4,2,5,6,4,3,6,1,2,6,1,4,2,4,3,3,2,3,6,3,3,26,25,4200
2,2,5,5,1,3,3,3,1,5,3,5,3,3,3,5,3,5,5,1,5,5,3,1,2,5,3,5,3,1,18,19,6200
6,2,5,2,5,3,4,1,2,2,1,2,3,1,2,6,1,1,6,4,4,5,4,2,2,1,3,4,3,3,10,9,5250
5,1,2,3,5,2,3,2,5,5,3,3,1,2,1,5,2,5,5,5,1,3,3,3,5,2,5,5,1,3,20,26,6200
2,6,5,5,1,3,3,2,5,3,5,4,4,4,1,2,3,5,3,6,4,4,4,5,4,1,1,5,3,6,21,20,5200
